Product Name,Discount Band Label,Total_Leakage,Line_Items,Category,Region_Most_Common
SAFCO Storage Bin Deluxe,50%,66.18393666750767,1,Office Supplies,West
Acco Binder Deluxe,30%,65.85310053764529,5,Office Supplies,Central
Prismacolor Pencils Pro,30%,65.4238152610442,6,Office Supplies,South
IRIS Storage Box Deluxe,80%,64.98146920022883,1,Office Supplies,South
SAFCO Storage Bin Pro,30%,64.90502994519602,1,Office Supplies,East
Harbour Creations Chair Classic,50%,64.68093239649907,1,Furniture,South
Fellowes Wall Clock Standard,60%,64.57114334735658,1,Furniture,South
Honeywell Fan Deluxe,40%,64.14256452379884,1,Office Supplies,West
Hoover Vacuum Pro,60%,63.39854269112679,1,Office Supplies,East
Poly String Envelope Value,30%,62.9188349004597,6,Office Supplies,East
GBC Binding System Value,40%,62.70264275805978,3,Office Supplies,West
IRIS Storage Box Classic,60%,62.598518777865785,1,Office Supplies,Central
Logitech Mouse Classic,40%,62.380364330826474,1,Technology,West
Acco Binder Classic,80%,62.11727442580718,1,Office Supplies,East
Poly String Envelope Standard,70%,61.76742245260641,3,Office Supplies,Central
Avery Label Set Standard,40%,61.526633653381566,5,Office Supplies,East
Fellowes Wall Clock Deluxe,30%,61.016938269074714,2,Furniture,West
Elmer's Glue Pack Value,30%,60.76816872284742,3,Office Supplies,Central
Sharpie Marker Set Deluxe,40%,60.6312449799197,4,Office Supplies,South
Tenex Chairmat Value,30%,59.44441848742755,4,Furniture,East
IRIS Storage Box Deluxe,60%,59.225213277195905,1,Office Supplies,Central
SAFCO Storage Bin Standard,50%,58.976757700752984,1,Office Supplies,Central
Newell Scissors Value,30%,58.768514056224916,4,Office Supplies,South
Kraft Clasp Envelope Pro,30%,58.158252968648384,4,Office Supplies,West
Logitech Mouse Standard,30%,58.022653754265605,1,Technology,East
GBC Binding System Classic,40%,56.319765498967925,2,Office Supplies,East
Elmer's Glue Pack Deluxe,40%,56.16831220113369,3,Office Supplies,West
Prismacolor Pencils Pro,60%,56.05418674698796,1,Office Supplies,West
Tenex Chairmat Standard,30%,56.048076118836676,1,Furniture,South
Tenex Chairmat Pro,30%,55.75255852791865,2,Furniture,Central
Acco Binder Value,30%,55.74799104731842,3,Office Supplies,Central
Eldon Desk Lamp Classic,30%,55.588794517361045,1,Furniture,East
Poly String Envelope Standard,50%,55.37603141187624,3,Office Supplies,West
Fellowes Wall Clock Pro,30%,54.72225016409698,2,Furniture,East
Fellowes File Cart Standard,40%,54.710881426356195,1,Office Supplies,South
Kraft Clasp Envelope Classic,40%,54.63022654112491,5,Office Supplies,Central
Avanti Refrigerator Standard,40%,54.598355076497036,1,Office Supplies,Central
Logitech Mouse Deluxe,30%,54.11962609587831,2,Technology,South
SanDisk USB Drive Pro,30%,53.48390544169861,2,Technology,Central
Sharpie Marker Set Deluxe,30%,53.31068273092372,4,Office Supplies,East
Stanley Hole Punch Deluxe,30%,53.28875514868591,4,Office Supplies,Central
SAFCO Storage Bin Value,60%,52.79862033271968,1,Office Supplies,West
SanDisk USB Drive Deluxe,80%,52.67033858701056,1,Technology,East
Stanley Hole Punch Pro,50%,52.641145477352964,2,Office Supplies,Central
Honeywell Fan Standard,30%,52.597677780691306,1,Office Supplies,West
Prismacolor Pencils Standard,30%,52.541137884872846,4,Office Supplies,Central
Boise Copy Paper Value,70%,51.78488019841852,2,Office Supplies,Central
HP Premium Paper Standard,50%,50.819828854883596,1,Office Supplies,West
Hon Task Chair Pro,50%,50.67404139075911,1,Furniture,West
Wilson Jones Binder Value,40%,50.016880992372066,2,Office Supplies,East
GBC Binding System Value,30%,49.75242496423897,2,Office Supplies,Central
Acco Binder Classic,30%,49.46284073360254,5,Office Supplies,Central
Tenex Chairmat Deluxe,30%,49.410448780974185,2,Furniture,Central
HP Premium Paper Value,50%,49.24916523283059,2,Office Supplies,East
ACCO Fasteners Pro,70%,49.09197071941797,3,Office Supplies,Central
Sharpie Label Tape Pro,50%,48.66340372621248,2,Office Supplies,East
Sharpie Marker Set Value,30%,48.64035475234273,4,Office Supplies,East
Xerox Multipurpose Paper Standard,40%,48.5867672639967,2,Office Supplies,Central
Kraft Clasp Envelope Classic,50%,47.86396036927158,1,Office Supplies,East
Acco Binder Pro,50%,47.79098152410813,2,Office Supplies,East
Poly String Envelope Deluxe,30%,47.71856392037188,3,Office Supplies,East
Stanley Hole Punch Standard,30%,47.560514484587955,2,Office Supplies,Central
Wilson Jones Binder Deluxe,50%,47.49995962604277,1,Office Supplies,West
SAFCO Storage Bin Value,50%,46.22296622992038,1,Office Supplies,Central
Avery Label Set Deluxe,40%,46.05136164563302,5,Office Supplies,East
Wilson Jones Binder Value,50%,46.04935083570595,3,Office Supplies,Central
IRIS Storage Box Value,50%,45.99005040894403,1,Office Supplies,East
Stanley Hole Punch Classic,50%,45.69442440038104,2,Office Supplies,East
Logitech Mouse Pro,40%,45.60570589960405,2,Technology,East
Acco Binder Value,50%,45.5022031421775,2,Office Supplies,West
Eldon Desk Lamp Value,50%,45.377678253620516,2,Furniture,East
Acco Binder Pro,30%,45.36721630179046,3,Office Supplies,Central
Tenex Chairmat Value,40%,44.03501231073457,1,Furniture,East
Newell Scissors Value,70%,43.86908969210174,2,Office Supplies,East
Fellowes File Cart Standard,30%,43.701441908830034,2,Office Supplies,Central
SAFCO Storage Bin Deluxe,60%,43.5251749093616,1,Office Supplies,West
HP Premium Paper Deluxe,30%,43.270698661694894,3,Office Supplies,Central
SanDisk USB Drive Classic,50%,42.843248046206355,2,Technology,East
Logitech Mouse Deluxe,40%,42.649113270949385,1,Technology,West
Newell Scissors Standard,80%,42.24659638554218,2,Office Supplies,East
Xerox Multipurpose Paper Pro,70%,42.10140244423293,2,Office Supplies,Central
ACCO Fasteners Classic,70%,41.742123677682216,3,Office Supplies,East
Acco Binder Standard,70%,41.62332815987387,1,Office Supplies,West
SanDisk USB Drive Deluxe,30%,41.491437855925454,2,Technology,South
SAFCO Storage Bin Classic,40%,41.418758001300624,1,Office Supplies,Central
Sharpie Label Tape Classic,30%,41.39569911603618,6,Office Supplies,West
GBC Binding System Standard,30%,41.25283119316404,4,Office Supplies,West
Poly String Envelope Deluxe,70%,40.92095472061309,1,Office Supplies,South
Kraft Clasp Envelope Deluxe,30%,40.546077954473944,3,Office Supplies,Central
Elmer's Glue Pack Value,50%,40.34242101755235,1,Office Supplies,East
Prismacolor Pencils Standard,50%,40.225977242302555,2,Office Supplies,Central
Sharpie Marker Set Value,60%,39.953042168674706,1,Office Supplies,South
Sharpie Label Tape Value,40%,39.60138183704137,3,Office Supplies,Central
Sharpie Label Tape Standard,30%,39.502614133542565,7,Office Supplies,East
HP Premium Paper Deluxe,40%,38.856636159515816,2,Office Supplies,Central
Poly String Envelope Classic,80%,38.32179875707885,1,Office Supplies,West
Kraft Clasp Envelope Deluxe,40%,38.24150361737639,3,Office Supplies,East
ACCO Fasteners Pro,40%,38.14728942531394,4,Office Supplies,West
Prismacolor Pencils Deluxe,30%,38.13653949129855,3,Office Supplies,East
Avery Label Set Standard,60%,38.113901369070575,3,Office Supplies,East
Wilson Jones Binder Pro,30%,38.07053868896247,2,Office Supplies,West
Tenex Chairmat Deluxe,60%,37.805783718811185,1,Furniture,Central
Kraft Clasp Envelope Pro,60%,37.47187681815068,1,Office Supplies,East
GBC Binding System Classic,70%,37.351777194015796,1,Office Supplies,West
Poly String Envelope Value,50%,37.20757641189426,3,Office Supplies,Central
Fellowes Wall Clock Value,70%,37.20447063841337,1,Furniture,Central
GBC Binding System Pro,50%,36.78593726131737,1,Office Supplies,Central
Avery Label Set Pro,60%,36.197301887043366,3,Office Supplies,East
Xerox Multipurpose Paper Value,30%,36.125517056983895,4,Office Supplies,Central
Eldon Desk Lamp Classic,40%,35.86351272755472,2,Furniture,West
Stanley Hole Punch Classic,60%,35.599352232321095,1,Office Supplies,East
Stanley Hole Punch Value,40%,35.53963702709302,2,Office Supplies,Central
Avery Label Set Standard,50%,35.25773089351969,3,Office Supplies,West
Sharpie Marker Set Deluxe,60%,35.06770080321286,1,Office Supplies,West
HP Premium Paper Standard,80%,34.72812994215845,2,Office Supplies,Central
Eldon Desk Lamp Standard,40%,34.435396302256,1,Furniture,Central
Prismacolor Pencils Deluxe,40%,34.3204462293619,1,Office Supplies,Central
Xerox Multipurpose Paper Classic,50%,34.112332881827506,3,Office Supplies,East
Acco Binder Standard,50%,33.80465445310766,2,Office Supplies,East
Kraft Clasp Envelope Standard,30%,33.68814022721316,5,Office Supplies,Central
Poly String Envelope Classic,40%,33.61185994787518,2,Office Supplies,Central
Kraft Clasp Envelope Standard,40%,33.60824309418155,3,Office Supplies,West
Sharpie Label Tape Standard,50%,33.45557023551471,3,Office Supplies,East
Sharpie Marker Set Standard,40%,32.956674475680515,2,Office Supplies,East
Avery Label Set Pro,30%,32.88230979009421,4,Office Supplies,East
Acco Binder Value,40%,32.327198327015076,1,Office Supplies,South
Xerox Multipurpose Paper Standard,30%,32.240872996987655,3,Office Supplies,South
Elmer's Glue Pack Deluxe,30%,32.186758264732845,2,Office Supplies,Central
Newell Scissors Deluxe,50%,32.15618473895583,1,Office Supplies,East
Prismacolor Pencils Pro,50%,31.884919678714866,3,Office Supplies,Central
Newell Scissors Deluxe,80%,31.542215528781803,1,Office Supplies,East
Logitech Mouse Classic,50%,31.474832763361825,1,Technology,South
Eldon Desk Lamp Classic,60%,30.73482445086369,1,Furniture,East
Boise Copy Paper Classic,30%,30.7233750366086,2,Office Supplies,East
Tenex Chairmat Standard,70%,30.57863547947241,1,Furniture,South
Kraft Clasp Envelope Classic,30%,30.376026051083567,4,Office Supplies,West
Prismacolor Pencils Pro,40%,30.246099955377073,2,Office Supplies,East
Sharpie Label Tape Deluxe,40%,30.209835687150637,4,Office Supplies,East
Newell Scissors Pro,50%,30.082690763052213,1,Office Supplies,East
HP Premium Paper Value,70%,29.89332948943233,1,Office Supplies,West
Newell Scissors Standard,70%,29.88527666220437,1,Office Supplies,Central
Avery Label Set Classic,30%,29.55732647009094,3,Office Supplies,Central
Belkin Cable Pro,30%,29.382088343920284,1,Technology,East
Bostitch Staples Pro,70%,29.06062224450185,3,Office Supplies,West
Bostitch Staples Standard,80%,28.994710986002392,1,Office Supplies,West
Eldon Desk Lamp Value,40%,28.734306753778846,1,Furniture,South
Poly String Envelope Value,40%,28.72043192231022,2,Office Supplies,South
Sharpie Marker Set Standard,70%,28.6781593038822,1,Office Supplies,East
SanDisk USB Drive Classic,30%,28.519001978378792,1,Technology,South
SanDisk USB Drive Pro,80%,28.282270900898588,1,Technology,Central
Bostitch Staples Value,50%,28.26374773454671,3,Office Supplies,West
Xerox Multipurpose Paper Deluxe,30%,28.064520179172867,4,Office Supplies,East
Xerox Multipurpose Paper Value,70%,27.866100301410654,1,Office Supplies,Central
Sharpie Label Tape Standard,70%,27.812251552588528,1,Office Supplies,West
Sharpie Label Tape Value,70%,27.59904395565425,1,Office Supplies,Central
ACCO Fasteners Classic,50%,27.413201326495198,4,Office Supplies,Central
HP Premium Paper Value,60%,27.362437239163867,1,Office Supplies,West
Tenex Chairmat Deluxe,50%,27.232020007367055,1,Furniture,Central
Kraft Clasp Envelope Classic,70%,27.185748546380637,1,Office Supplies,South
Bostitch Staples Standard,70%,26.09580380210542,2,Office Supplies,Central
Prismacolor Pencils Classic,60%,26.025650937081664,1,Office Supplies,East
Avery Label Set Classic,50%,25.310465178132105,2,Office Supplies,South
HP Premium Paper Value,80%,25.192012510982583,1,Office Supplies,East
Bostitch Staples Deluxe,30%,25.18538442469881,6,Office Supplies,Central
Newell Scissors Classic,80%,24.91470548862116,1,Office Supplies,Central
HP Premium Paper Standard,40%,24.770330605994054,2,Office Supplies,East
Prismacolor Pencils Value,30%,24.67259705488622,2,Office Supplies,South
Elmer's Glue Pack Classic,50%,24.452530865167862,1,Office Supplies,West
Wilson Jones Binder Deluxe,30%,24.271061615352792,2,Office Supplies,East
Newell Scissors Standard,30%,24.203908969210183,2,Office Supplies,East
Belkin Cable Standard,60%,24.17414207475769,1,Technology,Central
Bostitch Staples Value,70%,24.098310518130045,1,Office Supplies,South
Wilson Jones Binder Classic,30%,23.866642562140818,2,Office Supplies,West
Sharpie Label Tape Standard,40%,23.849363516275027,3,Office Supplies,East
Kraft Clasp Envelope Standard,70%,23.558621467786057,1,Office Supplies,South
Newell Scissors Pro,40%,23.546881972333786,2,Office Supplies,East
Poly String Envelope Standard,30%,23.382192883483356,3,Office Supplies,West
Bostitch Staples Value,80%,22.926999961439094,2,Office Supplies,South
Kraft Clasp Envelope Deluxe,70%,22.881108139186978,1,Office Supplies,West
Elmer's Glue Pack Value,70%,22.85962293197349,1,Office Supplies,East
Xerox Multipurpose Paper Classic,30%,22.805118023450426,3,Office Supplies,East
Logitech Mouse Pro,50%,22.800374156546457,1,Technology,West
Sharpie Marker Set Pro,60%,22.797054886211516,1,Office Supplies,South
HP Premium Paper Classic,40%,22.769492528798757,2,Office Supplies,Central
Kraft Clasp Envelope Pro,50%,22.699288420430335,2,Office Supplies,East
Poly String Envelope Standard,40%,22.69638584987618,2,Office Supplies,East
Bostitch Staples Deluxe,50%,22.549880846797514,2,Office Supplies,East
Wilson Jones Binder Deluxe,70%,22.547073563913482,1,Office Supplies,Central
Logitech Mouse Value,70%,22.484138385894646,1,Technology,West
Sharpie Label Tape Classic,50%,22.2309391332101,2,Office Supplies,South
ACCO Fasteners Value,40%,22.099559762978952,2,Office Supplies,East
Poly String Envelope Classic,30%,21.141143877804826,3,Office Supplies,East
Stanley Hole Punch Value,70%,21.13635638540353,1,Office Supplies,South
Kraft Clasp Envelope Value,70%,21.092809261348684,1,Office Supplies,Central
Wilson Jones Binder Standard,80%,20.767903403122606,1,Office Supplies,Central
Kraft Clasp Envelope Value,50%,20.43858610509316,1,Office Supplies,South
Xerox Multipurpose Paper Classic,40%,20.38229184970958,1,Office Supplies,East
ACCO Fasteners Pro,50%,20.3168125554313,3,Office Supplies,Central
Sharpie Label Tape Pro,30%,20.21409838728369,3,Office Supplies,Central
Elmer's Glue Pack Standard,70%,20.06701824820195,1,Office Supplies,West
Boise Copy Paper Deluxe,70%,19.920535888612292,1,Office Supplies,Central
Xerox Multipurpose Paper Classic,60%,19.777856293015088,1,Office Supplies,South
Xerox Multipurpose Paper Value,40%,19.65761112229707,1,Office Supplies,East
Stanley Hole Punch Pro,30%,19.50439107062575,3,Office Supplies,Central
Sharpie Label Tape Value,50%,19.490703618495417,2,Office Supplies,East
Newell Scissors Classic,40%,19.443322177599292,1,Office Supplies,West
Elmer's Glue Pack Standard,30%,19.385484044968436,1,Office Supplies,East
GBC Binding System Deluxe,50%,19.127957759402676,1,Office Supplies,South
Belkin Cable Value,50%,19.037606819043557,1,Technology,West
Boise Copy Paper Pro,50%,19.03103986674477,1,Office Supplies,Central
Sharpie Marker Set Standard,50%,19.029397590361448,1,Office Supplies,West
Wilson Jones Binder Standard,40%,18.880802404726488,1,Office Supplies,East
Bostitch Staples Classic,30%,18.697476519162016,3,Office Supplies,East
Sharpie Marker Set Standard,30%,18.59858099062919,3,Office Supplies,East
Newell Scissors Deluxe,30%,18.323125836680063,2,Office Supplies,East
IRIS Storage Box Classic,40%,18.234127238393732,1,Office Supplies,West
Avery Label Set Deluxe,50%,18.20973615968722,2,Office Supplies,Central
SanDisk USB Drive Value,60%,18.186063243831242,1,Technology,Central
Prismacolor Pencils Value,60%,18.0606124497992,1,Office Supplies,South
Acco Binder Classic,40%,18.020135634357594,1,Office Supplies,East
Boise Copy Paper Classic,40%,17.929754798774844,3,Office Supplies,Central
Stanley Hole Punch Classic,80%,17.893442153943855,1,Office Supplies,South
Stanley Hole Punch Value,60%,17.750655124388118,1,Office Supplies,East
Bostitch Staples Standard,30%,17.616972142499076,4,Office Supplies,South
Avery Label Set Standard,30%,17.359890848609083,4,Office Supplies,East
Belkin Cable Standard,30%,17.31118732964619,1,Technology,East
Poly String Envelope Value,60%,17.113835401263827,2,Office Supplies,Central
Bostitch Staples Pro,30%,16.863285389272356,4,Office Supplies,East
Sharpie Marker Set Pro,70%,16.81263944667559,1,Office Supplies,Central
Bostitch Staples Pro,60%,16.80965757914626,1,Office Supplies,West
Boise Copy Paper Value,30%,16.682205510114436,2,Office Supplies,South
Acco Binder Pro,40%,16.56943262646865,2,Office Supplies,East
ACCO Fasteners Standard,30%,16.502678936380008,2,Office Supplies,South
Sharpie Label Tape Deluxe,50%,16.470726092796255,2,Office Supplies,Central
Sharpie Label Tape Value,30%,16.37982997991941,4,Office Supplies,East
Poly String Envelope Pro,50%,16.236146764187435,2,Office Supplies,Central
Xerox Multipurpose Paper Pro,40%,16.22066130350955,2,Office Supplies,Central
Prismacolor Pencils Value,40%,16.13132641677823,1,Office Supplies,Central
Stanley Hole Punch Deluxe,70%,16.087740892928437,1,Office Supplies,Central
Boise Copy Paper Classic,50%,15.868743410455412,1,Office Supplies,South
Avery Label Set Value,30%,15.569461842132762,3,Office Supplies,Central
Sharpie Label Tape Pro,40%,15.560100668909662,2,Office Supplies,East
Bostitch Staples Value,40%,15.513213023303637,2,Office Supplies,East
Boise Copy Paper Standard,40%,15.498021626519261,2,Office Supplies,Central
ACCO Fasteners Value,50%,15.404256352909417,1,Office Supplies,West
Acco Binder Deluxe,80%,15.303957137189311,1,Office Supplies,South
GBC Binding System Deluxe,60%,15.255446499263304,1,Office Supplies,Central
Avery Label Set Classic,80%,15.210077695918724,1,Office Supplies,Central
Newell Scissors Classic,50%,15.155943775100404,1,Office Supplies,East
Bostitch Staples Deluxe,40%,15.044928726590314,3,Office Supplies,East
SanDisk USB Drive Pro,40%,14.884695476303548,1,Technology,West
ACCO Fasteners Deluxe,80%,14.767733775498403,2,Office Supplies,East
Boise Copy Paper Deluxe,30%,14.466359289688942,3,Office Supplies,Central
Poly String Envelope Classic,60%,14.424447958083851,1,Office Supplies,West
Avery Label Set Pro,50%,14.365576086811975,2,Office Supplies,South
Sharpie Label Tape Classic,80%,14.176717488729606,1,Office Supplies,Central
Boise Copy Paper Value,40%,14.125427557719537,1,Office Supplies,South
Bostitch Staples Deluxe,60%,13.88696757027725,1,Office Supplies,West
Sharpie Marker Set Classic,40%,13.836128960285587,1,Office Supplies,West
GBC Binding System Pro,40%,13.707620750466225,1,Office Supplies,Central
Avery Label Set Deluxe,70%,13.671681494385856,1,Office Supplies,East
GBC Binding System Deluxe,30%,13.657684647184798,1,Office Supplies,East
ACCO Fasteners Standard,50%,13.501432537693283,1,Office Supplies,Central
Wilson Jones Binder Pro,40%,13.447584512946174,1,Office Supplies,East
HP Premium Paper Value,40%,13.42645378776786,1,Office Supplies,East
Sharpie Label Tape Deluxe,70%,13.39791817935999,1,Office Supplies,South
GBC Binding System Value,50%,13.35785308423825,1,Office Supplies,East
GBC Binding System Classic,30%,13.213886586383166,3,Office Supplies,East
Stanley Hole Punch Standard,70%,13.201699693260855,1,Office Supplies,Central
Sharpie Marker Set Value,40%,12.950150602409641,2,Office Supplies,East
Sharpie Label Tape Classic,60%,12.949136135750093,1,Office Supplies,South
Sharpie Label Tape Deluxe,30%,12.80603623054871,2,Office Supplies,East
Avery Label Set Value,40%,12.570855087304016,2,Office Supplies,West
ACCO Fasteners Pro,30%,12.227869344629841,4,Office Supplies,East
Xerox Multipurpose Paper Pro,30%,12.187473484927732,1,Office Supplies,Central
Tenex Chairmat Classic,30%,11.984696524467761,1,Furniture,East
Avery Label Set Value,70%,11.973509891795327,1,Office Supplies,Central
ACCO Fasteners Deluxe,50%,11.957768094705585,2,Office Supplies,East
Xerox Multipurpose Paper Value,50%,11.71456325962806,2,Office Supplies,Central
Sharpie Marker Set Deluxe,70%,11.702708612226685,1,Office Supplies,East
Newell Scissors Value,40%,11.658120258813032,2,Office Supplies,East
Boise Copy Paper Deluxe,50%,11.544202939669063,1,Office Supplies,East
Wilson Jones Binder Classic,40%,11.496095150872177,1,Office Supplies,East
Stanley Hole Punch Value,30%,11.360355713508723,2,Office Supplies,South
Poly String Envelope Pro,70%,11.334450544498953,1,Office Supplies,West
ACCO Fasteners Standard,40%,11.310347305235283,2,Office Supplies,South
ACCO Fasteners Classic,30%,11.154831075684042,3,Office Supplies,South
HP Premium Paper Standard,30%,11.151301474279864,1,Office Supplies,East
GBC Binding System Value,70%,11.02359476198882,1,Office Supplies,East
ACCO Fasteners Value,30%,10.9745008290595,1,Office Supplies,Central
Sharpie Marker Set Classic,80%,10.713882195448463,1,Office Supplies,East
Elmer's Glue Pack Classic,30%,10.523418520852317,1,Office Supplies,Central
HP Premium Paper Pro,50%,10.517140229169721,1,Office Supplies,Central
Sharpie Marker Set Pro,30%,10.255957161981263,1,Office Supplies,West
Boise Copy Paper Standard,50%,10.127888234002052,1,Office Supplies,West
Newell Scissors Standard,60%,9.947210508701474,1,Office Supplies,Central
HP Premium Paper Pro,40%,9.912337488407285,1,Office Supplies,South
Poly String Envelope Value,70%,9.855622343742676,1,Office Supplies,East
GBC Binding System Standard,50%,9.854435472453948,1,Office Supplies,East
Elmer's Glue Pack Pro,40%,9.726307979933578,1,Office Supplies,West
Prismacolor Pencils Deluxe,60%,9.671676706827311,1,Office Supplies,East
Newell Scissors Deluxe,60%,9.548562583668005,1,Office Supplies,Central
ACCO Fasteners Pro,60%,9.514277561408244,1,Office Supplies,Central
Poly String Envelope Pro,80%,9.304545475846307,1,Office Supplies,South
GBC Binding System Standard,40%,9.155138480342892,1,Office Supplies,East
Stanley Hole Punch Classic,30%,9.144953863372704,1,Office Supplies,West
Newell Scissors Pro,30%,9.110829986613124,1,Office Supplies,South
Acco Binder Deluxe,70%,8.96286276408384,1,Office Supplies,Central
Avery Label Set Deluxe,30%,8.75345926604215,2,Office Supplies,West
Boise Copy Paper Classic,80%,8.577919030970861,1,Office Supplies,East
Wilson Jones Binder Classic,60%,8.558212456152308,1,Office Supplies,South
Kraft Clasp Envelope Deluxe,50%,8.389780758513542,1,Office Supplies,West
Bostitch Staples Pro,40%,8.352131904009049,2,Office Supplies,Central
Xerox Multipurpose Paper Pro,50%,8.06758493190804,1,Office Supplies,Central
Acco Binder Classic,50%,7.965504892939102,1,Office Supplies,West
Acco Binder Deluxe,50%,7.763174406756258,1,Office Supplies,South
ACCO Fasteners Standard,60%,7.580316970655148,1,Office Supplies,West
HP Premium Paper Classic,30%,7.536763291529824,2,Office Supplies,South
Prismacolor Pencils Deluxe,50%,7.370508701472558,1,Office Supplies,East
Xerox Multipurpose Paper Standard,70%,7.3702736491433605,1,Office Supplies,Central
Boise Copy Paper Classic,70%,7.2766818592278035,1,Office Supplies,West
Xerox Multipurpose Paper Deluxe,80%,7.171271370259192,1,Office Supplies,South
Boise Copy Paper Standard,30%,6.9695650508336335,1,Office Supplies,West
HP Premium Paper Deluxe,70%,6.813477754185581,1,Office Supplies,West
Bostitch Staples Value,30%,6.780057510838369,2,Office Supplies,West
Prismacolor Pencils Classic,40%,6.309825970548864,1,Office Supplies,Central
Prismacolor Pencils Classic,30%,6.213105756358772,1,Office Supplies,East
Kraft Clasp Envelope Value,30%,5.9148085795341325,1,Office Supplies,South
Bostitch Staples Value,60%,5.823782824972042,1,Office Supplies,South
Boise Copy Paper Pro,30%,5.773049337907666,1,Office Supplies,East
Avery Label Set Pro,70%,5.765715498401973,1,Office Supplies,Central
Acco Binder Deluxe,40%,5.743091060460146,1,Office Supplies,Central
Stanley Hole Punch Standard,50%,5.681001581378093,1,Office Supplies,Central
Bostitch Staples Classic,50%,5.654917672463655,1,Office Supplies,West
Bostitch Staples Standard,40%,5.6243368166685945,1,Office Supplies,Central
Sharpie Label Tape Standard,80%,5.5636279705307405,1,Office Supplies,Central
Sharpie Label Tape Classic,40%,5.562058703583032,1,Office Supplies,Central
Bostitch Staples Classic,40%,5.167095721024692,2,Office Supplies,Central
ACCO Fasteners Deluxe,30%,5.027085291217477,1,Office Supplies,South
Avery Label Set Classic,40%,5.0127756648093245,1,Office Supplies,East
Newell Scissors Standard,50%,4.956251673360107,1,Office Supplies,East
Avery Label Set Standard,70%,4.924909282728477,1,Office Supplies,South
Bostitch Staples Deluxe,70%,4.846205478219512,1,Office Supplies,East
Xerox Multipurpose Paper Deluxe,40%,4.7722861906330865,1,Office Supplies,West
HP Premium Paper Pro,30%,4.163375128130037,1,Office Supplies,East
ACCO Fasteners Deluxe,60%,4.090284579493309,1,Office Supplies,East
Avery Label Set Pro,40%,3.7894788134278405,1,Office Supplies,East
ACCO Fasteners Classic,40%,3.560351418398694,1,Office Supplies,West
Poly String Envelope Pro,30%,2.086863622155266,1,Office Supplies,East
ACCO Fasteners Deluxe,40%,1.9851546935050581,1,Office Supplies,West
